stockID:ID,stock_name,:LABEL
600671,天目药业,COMPANY
600373,中文传媒,COMPANY
002388,新亚制程,COMPANY
603520,司太立,COMPANY
600755,厦门国贸,COMPANY
002135,东南网架,COMPANY
000951,中国重汽,COMPANY
002673,西部证券,COMPANY
300068,南都电源,COMPANY
600487,亨通光电,COMPANY
600316,洪都航空,COMPANY
300327,中颖电子,COMPANY
300556,丝路视觉,COMPANY
603022,新通联,COMPANY
600842,中西药业,COMPANY
000739,普洛药业,COMPANY
600073,上海梅林,COMPANY
300552,万集科技,COMPANY
900912,外高Ｂ股,COMPANY
002133,广宇集团,COMPANY
002635,安洁科技,COMPANY
600681,百川能源,COMPANY
601288,农业银行,COMPANY
600198,大唐电信,COMPANY
000628,高新发展,COMPANY
002468,申通快递,COMPANY
300133,华策影视,COMPANY
002484,江海股份,COMPANY
000751,锌业股份,COMPANY
600889,南京化纤,COMPANY
002777,久远银海,COMPANY
600321,正源股份,COMPANY
600313,农发种业,COMPANY
000807,云铝股份,COMPANY
000022,深赤湾Ａ,COMPANY
300445,康斯特,COMPANY
601801,皖新传媒,COMPANY
002058,威 尔 泰,COMPANY
600621,华鑫股份,COMPANY
002226,江南化工,COMPANY
603311,金海环境,COMPANY
000750,国海证券,COMPANY
000037,深南电A,COMPANY
002813,路畅科技,COMPANY
600702,沱牌舍得,COMPANY
000523,广州浪奇,COMPANY
002756,永兴特钢,COMPANY
002481,双塔食品,COMPANY
300288,朗玛信息,COMPANY
603726,朗迪集团,COMPANY
603883,老百姓,COMPANY
002550,千红制药,COMPANY
000833,贵糖股份,COMPANY
601100,恒立液压,COMPANY
600676,交运股份,COMPANY
300239,东宝生物,COMPANY
000400,许继电气,COMPANY
002303,美盈森,COMPANY
000859,国风塑业,COMPANY
002537,海联金汇,COMPANY
002328,新朋股份,COMPANY
000561,烽火电子,COMPANY
002810,山东赫达,COMPANY
002074,国轩高科,COMPANY
600728,佳都科技,COMPANY
600526,菲达环保,COMPANY
300254,仟源医药,COMPANY
600828,茂业商业,COMPANY
600455,博通股份,COMPANY
300567,精测电子,COMPANY
300020,银江股份,COMPANY
000619,海螺型材,COMPANY
000620,新华联,COMPANY
600997,开滦股份,COMPANY
601313,江南嘉捷,COMPANY
600189,吉林森工,COMPANY
600406,国电南瑞,COMPANY
600800,天津磁卡,COMPANY
601999,出版传媒,COMPANY
002410,广联达,COMPANY
000886,海南高速,COMPANY
000737,南风化工,COMPANY
300039,上海凯宝,COMPANY
002826,易明医药,COMPANY
